Id,Sold Price
47676,380621.15625
47677,1079371.625
47678,1143170.375
47679,1517832.375
47680,936656.1875
47681,988470.5
47682,476203.59375
47683,494376.90625
47684,930606.0625
47685,368839.96875
47686,1298178.0
47687,1480487.375
47688,568942.4375
47689,907668.625
47690,999931.5
47691,1436125.875
47692,531602.8125
47693,249090.703125
47694,458712.78125
47695,1069446.0
47696,310029.4375
47697,1090557.625
47698,347335.03125
47699,865733.4375
47700,805339.375
47701,277049.625
47702,1507890.25
47703,376835.25
47704,275886.34375
47705,784038.3125
47706,359079.75
47707,1427697.625
47708,507294.25
47709,1067248.375
47710,925337.75
47711,1161818.5
47712,605420.0625
47713,1379201.625
47714,455232.03125
47715,1174318.125
47716,399534.75
47717,154987.296875
47718,311140.78125
47719,578716.5625
47720,317758.3125
47721,1110456.125
47722,693374.5
47723,613332.8125
47724,716268.625
47725,757306.4375
47726,1229596.75
47727,1559387.625
47728,635958.3125
47729,812595.1875
47730,496744.65625
47731,606225.4375
47732,350344.8125
47733,785780.1875
47734,3530742.5
47735,1053003.375
47736,585232.875
47737,775709.875
47738,328369.8125
47739,357087.15625
47740,439603.9375
47741,396716.78125
47742,627130.125
47743,1498239.0
47744,884782.5
47745,1267437.125
47746,636421.875
47747,293878.96875
47748,577183.125
47749,978578.8125
47750,507923.125
47751,1088430.75
47752,769332.8125
47753,273703.375
47754,374167.03125
47755,1476132.5
47756,795575.125
47757,398444.96875
47758,667551.75
47759,770139.5625
47760,888565.6875
47761,484368.34375
47762,302151.78125
47763,1396664.125
47764,738682.75
47765,901360.3125
47766,1315431.0
47767,525203.5625
47768,480884.125
47769,368451.8125
47770,1293564.5
47771,443113.5
47772,914716.0
47773,504246.875
47774,1447662.875
47775,584855.125
47776,607465.625
47777,770692.8125
47778,849550.75
47779,1362674.625
47780,668829.375
47781,1176635.25
47782,469511.15625
47783,374525.8125
47784,757408.3125
47785,1267619.625
47786,1088337.375
47787,767487.5625
47788,540327.1875
47789,1572760.5
47790,1046033.125
47791,663118.4375
47792,1049504.5
47793,395029.1875
47794,1143845.5
47795,640542.9375
47796,1296332.125
47797,498467.75
47798,944028.5625
47799,2757265.75
47800,779832.5
47801,604577.6875
47802,709178.0625
47803,833484.5
47804,1446376.75
47805,1039906.0625
47806,1350599.75
47807,1971820.375
47808,1298031.875
47809,502705.5625
47810,1554582.75
47811,564873.5
47812,475658.9375
47813,2068715.625
47814,945553.0625
47815,840713.25
47816,223812.828125
47817,1312137.125
47818,264124.71875
47819,1410545.125
47820,1594813.875
47821,969651.25
47822,1817813.75
47823,788899.3125
47824,371670.78125
47825,1318141.0
47826,894606.875
47827,314130.625
47828,151747.28125
47829,249872.53125
47830,807722.25
47831,587919.6875
47832,1627961.75
47833,383441.4375
47834,419704.6875
47835,357077.28125
47836,1150625.5
47837,272912.5625
47838,1557939.875
47839,339448.625
47840,741305.125
47841,797167.75
47842,1040294.875
47843,1179905.25
47844,214029.984375
47845,856080.75
47846,737719.0
47847,235027.40625
47848,1206257.0
47849,1339690.625
47850,975305.75
47851,710584.8125
47852,888364.875
47853,722054.4375
47854,1140986.625
47855,793621.5625
47856,265326.40625
47857,423145.34375
47858,1322589.75
47859,629860.3125
47860,1229894.5
47861,1513265.125
47862,902836.625
47863,350573.40625
47864,629297.75
47865,111742.9765625
47866,1074932.75
47867,600314.625
47868,298704.25
47869,1296332.125
47870,502512.90625
47871,956539.3125
47872,388887.03125
47873,571903.9375
47874,261121.25
47875,997990.875
47876,511064.875
47877,445336.78125
47878,548016.0625
47879,902068.0625
47880,470222.71875
47881,2220678.25
47882,672401.3125
47883,458476.1875
47884,1386563.25
47885,2008304.125
47886,1296332.125
47887,1207128.125
47888,675831.0625
47889,506670.0625
47890,233730.09375
47891,1335393.125
47892,553813.1875
47893,96068.84375
47894,1604615.875
47895,331930.5
47896,630911.8125
47897,438782.5625
47898,799237.5625
47899,339646.8125
47900,1809245.75
47901,588267.4375
47902,375854.75
47903,1478634.75
47904,1056430.375
47905,1296332.125
47906,552485.9375
47907,1670936.25
47908,885318.4375
47909,535825.375
47910,292251.5
47911,547330.25
47912,706670.5625
47913,715431.6875
47914,588846.6875
47915,149274.453125
47916,1322348.875
47917,769526.5625
47918,1088497.125
47919,1325226.0
47920,1085792.25
47921,847134.9375
47922,898277.0
47923,1305300.0
47924,498952.375
47925,689587.9375
47926,652825.875
47927,1026828.75
47928,1064761.75
47929,1074126.375
47930,613745.3125
47931,429709.75
47932,1540094.875
47933,1248998.125
47934,1219323.0
47935,899711.375
47936,294298.0
47937,547834.25
47938,221587.484375
47939,431663.59375
47940,98121.265625
47941,1222036.5
47942,439700.78125
47943,1485649.875
47944,1672099.875
47945,565059.375
47946,1081253.875
47947,1210517.375
47948,1103049.875
47949,2100874.5
47950,855724.875
47951,1097265.625
47952,1327708.0
47953,784805.8125
47954,878356.8125
47955,539488.4375
47956,1135648.875
47957,898025.25
47958,967227.8125
47959,867800.875
47960,352443.28125
47961,1031612.6875
47962,563112.5625
47963,819073.875
47964,1296332.125
47965,1682043.25
47966,432408.53125
47967,1140694.0
47968,751284.125
47969,816853.0625
47970,922259.5625
47971,617243.1875
47972,1296332.125
47973,1049694.625
47974,684564.1875
47975,772972.4375
47976,788437.4375
47977,395727.125
47978,1400438.625
47979,988465.75
47980,1099556.625
47981,660567.1875
47982,590294.4375
47983,1329353.875
47984,471666.1875
47985,168978.875
47986,645550.75
47987,1641719.0
47988,239017.1875
47989,500800.15625
47990,443774.90625
47991,474272.875
47992,366770.78125
47993,1207003.75
47994,846336.3125
47995,837752.6875
47996,197485.125
47997,753797.375
47998,814235.875
47999,511399.3125
48000,949272.875
48001,1070379.625
48002,1520579.375
48003,348283.375
48004,1031686.5
48005,554045.625
48006,178857.75
48007,218717.65625
48008,736283.0
48009,1550330.5
48010,1321802.875
48011,729490.75
48012,393729.75
48013,3069221.25
48014,527031.4375
48015,459484.6875
48016,774608.4375
48017,1361149.75
48018,440603.6875
48019,845853.0
48020,729093.625
48021,1419468.875
48022,280017.21875
48023,846105.5
48024,1348464.625
48025,909732.875
48026,669830.3125
48027,954622.8125
48028,779057.1875
48029,754844.0625
48030,1076412.125
48031,664462.375
48032,344032.4375
48033,615699.875
48034,966467.0625
48035,435235.09375
48036,1329578.25
48037,567366.1875
48038,1368305.375
48039,1540601.75
48040,1308085.125
48041,1035401.5
48042,543640.375
48043,1392936.875
48044,1296332.125
48045,326929.0
48046,1489741.625
48047,1472365.875
48048,613702.5625
48049,827221.5625
48050,1564938.625
48051,626382.4375
48052,500466.90625
48053,251887.296875
48054,482541.625
48055,271218.25
48056,322323.0625
48057,560489.9375
48058,782527.875
48059,1296332.125
48060,1856931.25
48061,787435.8125
48062,570533.3125
48063,569284.875
48064,84194.6875
48065,424204.375
48066,650891.3125
48067,1096862.875
48068,738697.5
48069,1008904.0
48070,354670.6875
48071,760781.0625
48072,826701.0
48073,1388601.125
48074,1296332.125
48075,1213039.0
48076,1480815.0
48077,531091.0
48078,656595.875
48079,258878.265625
48080,575248.25
48081,1911844.875
48082,1302274.875
48083,1363306.375
48084,277801.0
48085,1296332.125
48086,283925.46875
48087,136771.25
48088,1350297.125
48089,680486.25
48090,598289.625
48091,419426.21875
48092,1648910.25
48093,563863.25
48094,1583650.0
48095,563822.9375
48096,206356.0
48097,2027751.5
48098,1412432.375
48099,660862.75
48100,604806.0625
48101,643130.875
48102,1126414.625
48103,656931.625
48104,611686.75
48105,861482.875
48106,1268674.25
48107,1059830.0
48108,203067.25
48109,691288.125
48110,1362707.0
48111,408641.03125
48112,1523803.625
48113,1258582.875
48114,1240115.375
48115,1383465.875
48116,430274.0
48117,561146.6875
48118,1284720.125
48119,1192160.5
48120,829344.75
48121,298265.3125
48122,454310.84375
48123,345398.0625
48124,1268963.5
48125,696345.875
48126,1036947.0
48127,1261877.25
48128,510458.90625
48129,420681.28125
48130,394665.8125
48131,689264.5
48132,1266824.5
48133,1021581.5
48134,446597.375
48135,1494316.25
48136,485880.75
48137,1132751.125
48138,308243.15625
48139,1851797.5
48140,512794.125
48141,838329.0
48142,254023.453125
48143,678856.8125
48144,358841.5
48145,541087.3125
48146,235114.609375
48147,963971.625
48148,844330.5625
48149,1070421.5
48150,610750.0
48151,438080.5625
48152,1388537.5
48153,548105.9375
48154,376013.90625
48155,389167.125
48156,1365695.5
48157,719589.9375
48158,1492218.5
48159,837880.5625
48160,626172.75
48161,689007.5
48162,1346463.75
48163,1200402.0
48164,1338628.0
48165,743502.125
48166,594894.125
48167,1259853.375
48168,492902.4375
48169,233271.375
48170,656071.375
48171,281864.28125
48172,1296332.125
48173,1959472.625
48174,1365414.25
48175,1325330.875
48176,1326175.5
48177,890951.8125
48178,1124952.5
48179,292871.75
48180,1123581.25
48181,517957.3125
48182,511301.8125
48183,1364789.25
48184,146189.9375
48185,742202.875
48186,1567938.375
48187,695263.0
48188,759432.0625
48189,1242381.0
48190,1422777.125
48191,1692066.625
48192,963744.625
48193,1183633.25
48194,280365.9375
48195,876757.5
48196,2001982.25
48197,1181689.0
48198,619693.8125
48199,293803.875
48200,1487806.375
48201,3008112.75
48202,487191.53125
48203,781098.625
48204,544327.25
48205,342248.0
48206,86371.7578125
48207,411279.65625
48208,942249.4375
48209,745416.875
48210,965488.75
48211,806563.8125
48212,647089.875
48213,1173648.625
48214,478013.15625
48215,1496829.375
48216,1198778.625
48217,686997.125
48218,676131.5
48219,356718.1875
48220,428931.8125
48221,1296332.125
48222,604351.125
48223,666470.9375
48224,279077.71875
48225,411781.21875
48226,956897.875
48227,516000.9375
48228,1074963.625
48229,1236435.625
48230,303347.6875
48231,2302547.25
48232,400813.21875
48233,211303.984375
48234,633585.3125
48235,174973.453125
48236,4343691.0
48237,1238438.25
48238,1220981.25
48239,971773.125
48240,342233.96875
48241,1216446.125
48242,1467672.25
48243,1229467.625
48244,634855.5
48245,322320.5625
48246,2373998.25
48247,909539.375
48248,459146.0625
48249,941883.75
48250,850930.0
48251,457726.9375
48252,2006571.5
48253,531240.4375
48254,719335.375
48255,357685.3125
48256,625889.8125
48257,1001724.9375
48258,938269.875
48259,652051.1875
48260,249140.34375
48261,1222340.875
48262,813773.1875
48263,496469.46875
48264,751261.125
48265,753445.25
48266,733930.9375
48267,917570.375
48268,610832.6875
48269,499765.78125
48270,906886.4375
48271,379689.40625
48272,1152966.25
48273,1359688.875
48274,1296332.125
48275,431530.65625
48276,1296332.125
48277,1403181.875
48278,222294.015625
48279,670688.125
48280,826944.6875
48281,464514.46875
48282,1837537.5
48283,831648.0
48284,615837.3125
48285,1711215.5
48286,1414079.375
48287,1042924.3125
48288,794734.125
48289,1298584.125
48290,553753.5
48291,1290789.5
48292,215686.4375
48293,365526.625
48294,1078226.5
48295,792563.4375
48296,1795539.25
48297,1559494.75
48298,876644.625
48299,147557.859375
48300,1079401.5
48301,668928.25
48302,1147066.875
48303,1032394.1875
48304,762007.5
48305,480790.125
48306,490892.3125
48307,187313.53125
48308,339557.75
48309,635023.8125
48310,581827.125
48311,156626.96875
48312,308869.9375
48313,825203.625
48314,1338006.5
48315,983661.3125
48316,973688.75
48317,574077.125
48318,213120.15625
48319,682044.3125
48320,1640238.625
48321,1296332.125
48322,1296332.125
48323,310235.875
48324,797810.4375
48325,658806.25
48326,366533.6875
48327,423139.71875
48328,402171.0
48329,1004862.375
48330,431744.71875
48331,1012284.9375
48332,189771.296875
48333,1206370.875
48334,770520.0625
48335,612799.0
48336,679320.5
48337,416116.96875
48338,744016.3125
48339,565271.75
48340,458331.90625
48341,676586.875
48342,969031.875
48343,749071.25
48344,334273.3125
48345,521258.5625
48346,480652.125
48347,757156.9375
48348,329394.46875
48349,1149402.625
48350,348900.71875
48351,467737.78125
48352,665164.875
48353,501079.15625
48354,1754641.625
48355,1133386.5
48356,1889722.5
48357,320476.625
48358,727743.9375
48359,772560.5
48360,1212477.0
48361,592559.0625
48362,351333.1875
48363,253085.25
48364,1504455.875
48365,826451.125
48366,212188.46875
48367,1208019.5
48368,1315125.0
48369,229215.015625
48370,534390.375
48371,255519.875
48372,993543.75
48373,1281801.375
48374,968039.9375
48375,688461.0625
48376,329087.4375
48377,987977.625
48378,533550.125
48379,1134792.5
48380,392428.9375
48381,749698.0
48382,587093.8125
48383,1071782.125
48384,768255.0
48385,662442.75
48386,516417.4375
48387,421843.5
48388,171910.859375
48389,1321582.375
48390,665753.125
48391,899237.0625
48392,880954.0
48393,417645.625
48394,1389751.0
48395,310776.3125
48396,1203980.25
48397,1446176.875
48398,844517.375
48399,1221406.25
48400,176003.71875
48401,1159255.125
48402,1611398.75
48403,320725.8125
48404,721338.625
48405,1296332.125
48406,966345.4375
48407,314228.875
48408,1296332.125
48409,1099388.75
48410,385069.96875
48411,192804.078125
48412,243675.34375
48413,668250.5
48414,573673.1875
48415,655346.625
48416,379331.8125
48417,733952.6875
48418,434502.71875
48419,257832.109375
48420,738777.875
48421,407676.46875
48422,535412.6875
48423,195392.578125
48424,669001.0
48425,1368343.25
48426,1171309.375
48427,88610.359375
48428,378175.96875
48429,292321.46875
48430,343194.875
48431,1046157.8125
48432,786317.625
48433,800366.375
48434,1059055.125
48435,1392059.125
48436,465963.5625
48437,671378.0
48438,1246707.25
48439,1089342.5
48440,945393.4375
48441,384510.6875
48442,1188754.5
48443,647844.4375
48444,1349109.0
48445,1233485.375
48446,1370321.625
48447,1545938.25
48448,414376.5
48449,588859.0625
48450,1504827.625
48451,567616.8125
48452,1967012.375
48453,1152559.5
48454,1198280.25
48455,657609.875
48456,427288.09375
48457,1175843.375
48458,653162.75
48459,331906.75
48460,1424596.625
48461,832062.125
48462,321853.6875
48463,450932.3125
48464,1281245.25
48465,416027.6875
48466,269386.0
48467,1188251.25
48468,319472.96875
48469,855320.125
48470,1099764.25
48471,1140944.25
48472,1091218.25
48473,522694.21875
48474,368116.03125
48475,1192573.125
48476,275593.40625
48477,222406.1875
48478,253836.984375
48479,213294.609375
48480,1079896.75
48481,926826.75
48482,366372.9375
48483,2475576.75
48484,258200.21875
48485,943912.4375
48486,377488.46875
48487,1523300.75
48488,512373.25
48489,961020.5625
48490,824939.25
48491,458116.0625
48492,1531963.375
48493,551705.0625
48494,548548.3125
48495,755289.125
48496,708366.9375
48497,644624.25
48498,979326.6875
48499,992440.5
48500,1505166.25
48501,1555580.75
48502,1369223.125
48503,198958.484375
48504,1197543.375
48505,286559.21875
48506,380043.71875
48507,399159.25
48508,669960.625
48509,1321107.25
48510,579347.125
48511,448443.6875
48512,349390.21875
48513,602563.0625
48514,900578.375
48515,1035921.0
48516,511165.28125
48517,1425205.375
48518,1069494.0
48519,287701.65625
48520,255178.21875
48521,508349.53125
48522,1244780.375
48523,602433.75
48524,1035718.5
48525,780508.875
48526,254718.703125
48527,1148931.375
48528,578745.25
48529,672409.625
48530,294525.96875
48531,570470.75
48532,741368.125
48533,1171573.0
48534,1121638.0
48535,1340803.875
48536,524303.75
48537,165536.78125
48538,655738.5625
48539,404223.90625
48540,541869.125
48541,383206.0
48542,497054.5625
48543,458135.28125
48544,1131093.0
48545,3064325.5
48546,306988.71875
48547,1384672.25
48548,500475.96875
48549,1056217.75
48550,918699.9375
48551,558753.8125
48552,996162.3125
48553,350036.21875
48554,891373.3125
48555,447979.46875
48556,321443.875
48557,1054321.75
48558,1293253.75
48559,609476.875
48560,1552923.125
48561,349904.03125
48562,728025.0
48563,2520578.0
48564,936501.625
48565,295823.96875
48566,1589975.5
48567,238475.046875
48568,989835.5
48569,575376.125
48570,1064656.0
48571,1005446.1875
48572,295721.59375
48573,425299.6875
48574,1449330.375
48575,906967.75
48576,322522.90625
48577,636015.375
48578,1296332.125
48579,414920.21875
48580,226586.953125
48581,311437.9375
48582,1296332.125
48583,942699.75
48584,991949.375
48585,3353444.0
48586,502600.59375
48587,162269.703125
48588,382786.34375
48589,764634.0
48590,625025.5
48591,251145.40625
48592,312267.96875
48593,934945.3125
48594,275358.5625
48595,592569.75
48596,403796.21875
48597,1097723.0
48598,733068.5
48599,587919.6875
48600,1515346.125
48601,412805.875
48602,462147.84375
48603,444300.4375
48604,472461.25
48605,267815.75
48606,518957.0625
48607,373700.21875
48608,347664.78125
48609,825453.0625
48610,1464483.0
48611,1286393.75
48612,643771.5
48613,593840.9375
48614,767128.25
48615,1493491.5
48616,214069.390625
48617,234129.875
48618,706219.875
48619,1326467.75
48620,1144205.5
48621,407091.34375
48622,535314.125
48623,755575.8125
48624,1597256.875
48625,837102.6875
48626,831119.125
48627,544469.0
48628,222077.875
48629,134962.6875
48630,526597.875
48631,758753.0
48632,907570.75
48633,236521.078125
48634,239344.046875
48635,321715.59375
48636,841757.0
48637,461730.65625
48638,513364.1875
48639,1242541.0
48640,534306.8125
48641,421365.875
48642,548161.875
48643,322179.21875
48644,496067.21875
48645,159763.078125
48646,399568.28125
48647,259019.53125
48648,381260.90625
48649,1610469.125
48650,1464425.875
48651,118510.0
48652,1162959.25
48653,1303886.75
48654,768543.0
48655,1193030.5
48656,1092284.5
48657,547120.4375
48658,659531.0625
48659,1558116.625
48660,802889.25
48661,877933.0625
48662,455742.46875
48663,392987.34375
48664,1038989.0625
48665,751901.25
48666,988364.0
48667,361445.9375
48668,722329.875
48669,142856.3125
48670,160273.390625
48671,375192.90625
48672,1500976.375
48673,1296332.125
48674,1208300.625
48675,615047.875
48676,2303498.25
48677,207134.421875
48678,2139727.5
48679,565127.3125
48680,342529.125
48681,586708.6875
48682,1339493.875
48683,528364.0625
48684,1354846.625
48685,569694.375
48686,371614.75
48687,1250752.75
48688,460034.0625
48689,909457.875
48690,332007.75
48691,1155976.375
48692,385861.4375
48693,564751.8125
48694,411955.59375
48695,576025.0625
48696,610031.625
48697,349210.96875
48698,572861.875
48699,1134176.875
48700,882136.125
48701,376005.65625
48702,993640.375
48703,240396.09375
48704,999713.125
48705,596014.5625
48706,2080376.5
48707,332368.59375
48708,397832.90625
48709,759715.25
48710,786741.4375
48711,1129279.0
48712,800637.4375
48713,197735.015625
48714,1112643.0
48715,1760535.0
48716,469847.96875
48717,1180829.375
48718,301096.96875
48719,432986.65625
48720,773431.125
48721,1353575.875
48722,929632.0625
48723,1037356.5
48724,1127872.25
48725,1669564.75
48726,1125965.75
48727,604776.625
48728,387671.75
48729,263200.625
48730,1468932.625
48731,1296332.125
48732,220297.328125
48733,613442.8125
48734,270474.375
48735,693307.125
48736,443488.03125
48737,695278.9375
48738,242375.390625
48739,1140455.75
48740,929209.25
48741,273383.28125
48742,1427532.875
48743,700195.625
48744,1299312.5
48745,1226638.125
48746,787459.0625
48747,494173.25
48748,1296332.125
48749,317416.6875
48750,515546.46875
48751,1296332.125
48752,975511.375
48753,1062242.25
48754,443057.6875
48755,895410.9375
48756,1411690.375
48757,1823288.0
48758,196259.65625
48759,539620.6875
48760,282771.625
48761,279228.40625
48762,255111.328125
48763,1001729.75
48764,763388.75
48765,203492.21875
48766,920888.5
48767,1227357.875
48768,326353.9375
48769,1261700.25
48770,388245.21875
48771,394040.75
48772,656907.8125
48773,462704.84375
48774,942023.9375
48775,636146.375
48776,445592.9375
48777,975200.6875
48778,246614.515625
48779,581020.875
48780,486728.53125
48781,703620.875
48782,885845.5
48783,1416294.125
48784,301555.0625
48785,422593.65625
48786,1076924.5
48787,1252924.25
48788,713900.875
48789,912519.4375
48790,753660.125
48791,486047.59375
48792,656401.875
48793,357772.28125
48794,1061627.625
48795,995760.5625
48796,131973.53125
48797,801723.9375
48798,975163.5
48799,541355.6875
48800,1383152.0
48801,727005.125
48802,636693.875
48803,962865.4375
48804,1231783.25
48805,501285.625
48806,1516977.125
48807,958399.3125
48808,804861.8125
48809,556366.875
48810,1199976.125
48811,1296332.125
48812,1856954.375
48813,1053874.375
48814,535531.125
48815,295662.375
48816,535407.5625
48817,341001.5
48818,533414.25
48819,297231.125
48820,1255585.75
48821,1038538.375
48822,351043.125
48823,1436993.125
48824,356056.4375
48825,1135431.125
48826,1555376.0
48827,89622.7265625
48828,522054.0625
48829,400839.21875
48830,545150.1875
48831,358351.09375
48832,364765.71875
48833,313008.3125
48834,435008.125
48835,722065.375
48836,228912.46875
48837,718341.375
48838,1808272.75
48839,368772.0625
48840,752416.9375
48841,528241.125
48842,1393969.5
48843,1179850.0
48844,1296332.125
48845,1316538.0
48846,238434.34375
48847,632762.25
48848,1613991.75
48849,524407.3125
48850,1296332.125
48851,389339.375
48852,180221.703125
48853,952601.125
48854,1033921.4375
48855,227965.015625
48856,234242.203125
48857,362577.65625
48858,1208387.0
48859,678632.1875
48860,360792.625
48861,559347.75
48862,212015.734375
48863,1005539.125
48864,768140.75
48865,189148.125
48866,1312730.375
48867,222606.0625
48868,1129491.125
48869,1054794.5
48870,631037.5625
48871,753960.625
48872,641715.6875
48873,201498.703125
48874,385974.4375
48875,1271037.0
48876,289713.5
48877,317915.96875
48878,539650.0
48879,461343.78125
48880,657905.3125
48881,595336.875
48882,1479187.625
48883,1296332.125
48884,1160352.5
48885,283855.09375
48886,326364.84375
48887,741439.4375
48888,1788228.75
48889,337517.59375
48890,599610.25
48891,694660.5
48892,963220.875
48893,1464962.25
48894,1659650.875
48895,1385491.25
48896,440479.75
48897,1525016.0
48898,417777.46875
48899,463009.40625
48900,556946.0625
48901,622385.125
48902,571425.75
48903,681793.9375
48904,1614094.75
48905,1384871.75
48906,423427.125
48907,614543.0
48908,615296.0625
48909,628728.4375
48910,519090.21875
48911,259289.921875
48912,866847.9375
48913,1289368.375
48914,1581212.75
48915,1128985.0
48916,855591.875
48917,357910.15625
48918,808849.1875
48919,1296332.125
48920,490580.125
48921,710338.8125
48922,723218.375
48923,353522.53125
48924,125393.6171875
48925,388154.5
48926,333539.28125
48927,1226868.625
48928,497659.28125
48929,728045.1875
48930,360076.96875
48931,652278.8125
48932,1136230.625
48933,1136646.75
48934,1067031.625
48935,875171.9375
48936,1029776.625
48937,427176.875
48938,508529.4375
48939,323442.03125
48940,283362.8125
48941,632733.3125
48942,340767.40625
48943,1490271.625
48944,722247.9375
48945,515571.0625
48946,961435.875
48947,762012.5625
48948,529228.375
48949,884768.1875
48950,1228118.875
48951,180987.984375
48952,667057.25
48953,703729.0
48954,478338.3125
48955,558300.0
48956,1251547.375
48957,1497025.0
48958,928627.25
48959,830751.5
48960,954519.0
48961,827685.5
48962,685644.25
48963,598745.125
48964,1246392.25
48965,496015.15625
48966,641915.1875
48967,239570.578125
48968,657244.3125
48969,1006092.625
48970,1004552.875
48971,284225.125
48972,296066.6875
48973,457801.15625
48974,1059141.875
48975,1106715.625
48976,1737280.0
48977,306287.46875
48978,1460821.375
48979,338887.40625
48980,1026107.3125
48981,894084.0
48982,339010.59375
48983,882189.125
48984,1708528.25
48985,402394.25
48986,200029.21875
48987,219330.921875
48988,963852.125
48989,936828.5625
48990,479342.03125
48991,1028780.25
48992,580619.875
48993,779272.75
48994,184974.21875
48995,930093.1875
48996,411362.8125
48997,560747.625
48998,594773.3125
48999,570986.75
49000,1207543.75
49001,631061.625
49002,5436800.5
49003,499787.71875
49004,1405885.0
49005,743126.4375
49006,595294.8125
49007,476029.21875
49008,295982.84375
49009,1086661.375
49010,2611694.75
49011,1541192.375
49012,277133.65625
49013,746560.875
49014,1213775.0
49015,802341.1875
49016,373334.40625
49017,280837.6875
49018,833982.25
49019,707654.5625
49020,1432846.75
49021,1298761.25
49022,1131818.125
49023,589382.0625
49024,458623.125
49025,1408573.125
49026,1438377.875
49027,614926.4375
49028,287503.875
49029,613186.0
49030,1286152.0
49031,1052779.5
49032,464682.375
49033,1006397.8125
49034,739571.625
49035,698333.6875
49036,588944.375
